String_Type,Window_m,Unique_Substrings_Sm,LZ77_z,Theoretical_Bound_mz,Ratio
Worst-Case,1780,4000,616,1096480,0.0036480373559025243
DNA,1781,3787,20,35620,0.10631667602470522
Worst-Case,1781,4000,616,1097096,0.0036459890474489017
DNA,1782,3788,20,35640,0.10628507295173961
Worst-Case,1782,4000,616,1097712,0.0036439430378824317
DNA,1783,3789,20,35660,0.10625350532809871
Worst-Case,1783,4000,616,1098328,0.0036418993233351057
DNA,1784,3790,20,35680,0.1062219730941704
Worst-Case,1784,4000,616,1098944,0.003639857899947586
DNA,1785,3791,20,35700,0.1061904761904762
Worst-Case,1785,4000,616,1099560,0.003637818763869184
DNA,1786,3792,20,35720,0.10615901455767077
Worst-Case,1786,4000,616,1100176,0.003635781911257835
DNA,1787,3793,20,35740,0.10612758813654169
Worst-Case,1787,4000,616,1100792,0.0036337473382800746
DNA,1788,3794,20,35760,0.10609619686800895
Worst-Case,1788,4000,616,1101408,0.003631715041111014
DNA,1789,3795,20,35780,0.10606484069312465
Worst-Case,1789,4000,616,1102024,0.0036296850159343173
DNA,1790,3796,20,35800,0.10603351955307262
Worst-Case,1790,4000,616,1102640,0.0036276572589421753
DNA,1791,3797,20,35820,0.10600223338916806
Worst-Case,1791,4000,616,1103256,0.003625631766335284
DNA,1792,3798,20,35840,0.10597098214285715
Worst-Case,1792,4000,616,1103872,0.00362360853432282
DNA,1793,3799,20,35860,0.10593976575571667
Worst-Case,1793,4000,616,1104488,0.003621587559122417
DNA,1794,3800,20,35880,0.10590858416945373
Worst-Case,1794,4000,616,1105104,0.0036195688369601415
DNA,1795,3801,20,35900,0.1058774373259053
Worst-Case,1795,4000,616,1105720,0.00361755236407047
DNA,1796,3802,20,35920,0.10584632516703786
Worst-Case,1796,4000,616,1106336,0.003615538136696266
DNA,1797,3803,20,35940,0.10581524763494714
Worst-Case,1797,4000,616,1106952,0.0036135261510887554
DNA,1798,3804,20,35960,0.10578420467185762
Worst-Case,1798,4000,616,1107568,0.0036115164035075047
DNA,1799,3805,20,35980,0.10575319622012229
Worst-Case,1799,4000,616,1108184,0.0036095088902203965
DNA,1800,3806,20,36000,0.10572222222222222
Worst-Case,1800,4000,616,1108800,0.0036075036075036075
DNA,1801,3807,20,36020,0.10569128262076624
Worst-Case,1801,4000,616,1109416,0.0036055005516415846
DNA,1802,3808,20,36040,0.10566037735849057
Worst-Case,1802,4000,616,1110032,0.003603499718927022
DNA,1803,3809,20,36060,0.10562950637825846
Worst-Case,1803,4000,616,1110648,0.0036015011056608395
DNA,1804,3810,20,36080,0.10559866962305987
Worst-Case,1804,4000,616,1111264,0.0035995047081521583
DNA,1805,3811,20,36100,0.10556786703601108
Worst-Case,1805,4000,616,1111880,0.0035975105227182788
DNA,1806,3812,20,36120,0.10553709856035437
Worst-Case,1806,4000,616,1112496,0.0035955185456846587
DNA,1807,3813,20,36140,0.10550636413945766
Worst-Case,1807,4000,616,1113112,0.0035935287733848886
DNA,1808,3814,20,36160,0.10547566371681416
Worst-Case,1808,4000,616,1113728,0.003591541202160671
DNA,1809,3815,20,36180,0.10544499723604202
Worst-Case,1809,4000,616,1114344,0.0035895558283617983
DNA,1810,3816,20,36200,0.10541436464088398
Worst-Case,1810,4000,616,1114960,0.003587572648346129
DNA,1811,3817,20,36220,0.10538376587520706
Worst-Case,1811,4000,616,1115576,0.0035855916584795655
DNA,1812,3818,20,36240,0.10535320088300221
Worst-Case,1812,4000,616,1116192,0.003583612855136034
DNA,1813,3819,20,36260,0.10532266960838389
Worst-Case,1813,4000,616,1116808,0.003581636234697459
DNA,1814,3820,20,36280,0.10529217199558985
Worst-Case,1814,4000,616,1117424,0.003579661793553745
DNA,1815,3821,20,36300,0.10526170798898071
Worst-Case,1815,4000,616,1118040,0.0035776895281027514
DNA,1816,3822,20,36320,0.10523127753303965
Worst-Case,1816,4000,616,1118656,0.0035757194347502716
DNA,1817,3823,20,36340,0.10520088057237204
Worst-Case,1817,4000,616,1119272,0.003573751509910013
DNA,1818,3824,20,36360,0.10517051705170517
Worst-Case,1818,4000,616,1119888,0.003571785750003572
DNA,1819,3825,20,36380,0.10514018691588785
Worst-Case,1819,4000,616,1120504,0.0035698221514604144
DNA,1820,3826,20,36400,0.10510989010989011
Worst-Case,1820,4000,616,1121120,0.0035678607107178534
DNA,1821,3827,20,36420,0.10507962657880286
Worst-Case,1821,4000,616,1121736,0.0035659014242210288
DNA,1822,3828,20,36440,0.10504939626783755
Worst-Case,1822,4000,616,1122352,0.0035639442884228835
DNA,1823,3829,20,36460,0.10501919912232584
Worst-Case,1823,4000,616,1122968,0.0035619892997841435
DNA,1824,3830,20,36480,0.1049890350877193
Worst-Case,1824,4000,616,1123584,0.003560036454773297
DNA,1825,3831,20,36500,0.10495890410958904
Worst-Case,1825,4000,616,1124200,0.003558085749866572
DNA,1826,3832,20,36520,0.10492880613362542
Worst-Case,1826,4000,616,1124816,0.0035561371815479156
DNA,1827,3833,20,36540,0.10489874110563766
Worst-Case,1827,4000,616,1125432,0.003554190746308973
DNA,1828,3834,20,36560,0.1048687089715536
Worst-Case,1828,4000,616,1126048,0.0035522464406490665
DNA,1829,3835,20,36580,0.10483870967741936
Worst-Case,1829,4000,616,1126664,0.0035503042610751743
DNA,1830,3836,20,36600,0.10480874316939891
Worst-Case,1830,4000,616,1127280,0.003548364204101909
DNA,1831,3837,20,36620,0.10477880939377389
Worst-Case,1831,4000,616,1127896,0.0035464262662514984
DNA,1832,3838,20,36640,0.10474890829694324
Worst-Case,1832,4000,616,1128512,0.003544490444053763
DNA,1833,3839,20,36660,0.1047190398254228
Worst-Case,1833,4000,616,1129128,0.0035425567340460957
DNA,1834,3840,20,36680,0.10468920392584515
Worst-Case,1834,4000,616,1129744,0.0035406251327734423
DNA,1835,3841,20,36700,0.10465940054495913
Worst-Case,1835,4000,616,1130360,0.0035386956367882798
DNA,1836,3842,20,36720,0.10462962962962963
Worst-Case,1836,4000,616,1130976,0.0035367682426505954
DNA,1837,3843,20,36740,0.10459989112683724
Worst-Case,1837,4000,616,1131592,0.003534842946927868
DNA,1838,3844,20,36760,0.10457018498367791
Worst-Case,1838,4000,616,1132208,0.0035329197461950452
DNA,1839,3845,20,36780,0.1045405111473627
Worst-Case,1839,4000,616,1132824,0.0035309986370345263
DNA,1840,3846,20,36800,0.10451086956521739
Worst-Case,1840,4000,616,1133440,0.003529079616036138
DNA,1841,3847,20,36820,0.10448126018468223
Worst-Case,1841,4000,616,1134056,0.0035271626797971174
DNA,1842,3848,20,36840,0.10445168295331161
Worst-Case,1842,4000,616,1134672,0.003525247824922092
DNA,1843,3849,20,36860,0.10442213781877374
Worst-Case,1843,4000,616,1135288,0.0035233350480230567
DNA,1844,3850,20,36880,0.10439262472885033
Worst-Case,1844,4000,616,1135904,0.0035214243457193563
DNA,1845,3851,20,36900,0.10436314363143631
Worst-Case,1845,4000,616,1136520,0.003519515714637666
DNA,1846,3852,20,36920,0.10433369447453955
Worst-Case,1846,4000,616,1137136,0.003517609151411968
DNA,1847,3853,20,36940,0.10430427720628045
Worst-Case,1847,4000,616,1137752,0.0035157046526835376
DNA,1848,3854,20,36960,0.10427489177489177
Worst-Case,1848,4000,616,1138368,0.0035138022151009166
DNA,1849,3855,20,36980,0.10424553812871823
Worst-Case,1849,4000,616,1138984,0.003511901835319899
DNA,1850,3856,20,37000,0.10421621621621621
Worst-Case,1850,4000,616,1139600,0.00351000351000351
DNA,1851,3857,20,37020,0.10418692598595354
Worst-Case,1851,4000,616,1140216,0.0035081072358219847
DNA,1852,3858,20,37040,0.10415766738660907
Worst-Case,1852,4000,616,1140832,0.0035062130094527504
DNA,1853,3859,20,37060,0.10412844036697248
Worst-Case,1853,4000,616,1141448,0.0035043208275804066
DNA,1854,3860,20,37080,0.10409924487594391
Worst-Case,1854,4000,616,1142064,0.003502430686896706
DNA,1855,3861,20,37100,0.10407008086253369
Worst-Case,1855,4000,616,1142680,0.0035005425841005355
DNA,1856,3862,20,37120,0.10404094827586206
Worst-Case,1856,4000,616,1143296,0.0034986565158978953
DNA,1857,3863,20,37140,0.10401184706515886
Worst-Case,1857,4000,616,1143912,0.003496772479001881
DNA,1858,3864,20,37160,0.10398277717976319
Worst-Case,1858,4000,616,1144528,0.003494890470132666
DNA,1859,3865,20,37180,0.10395373856912318
Worst-Case,1859,4000,616,1145144,0.003493010486017479
DNA,1860,3866,20,37200,0.1039247311827957
Worst-Case,1860,4000,616,1145760,0.003491132523390588
DNA,1861,3867,20,37220,0.103895754970446
Worst-Case,1861,4000,616,1146376,0.0034892565789932796
DNA,1862,3868,20,37240,0.10386680988184747
Worst-Case,1862,4000,616,1146992,0.003487382649573842
DNA,1863,3869,20,37260,0.10383789586688137
Worst-Case,1863,4000,616,1147608,0.0034855107318875434
DNA,1864,3870,20,37280,0.10380901287553648
Worst-Case,1864,4000,616,1148224,0.0034836408226966166
DNA,1865,3871,20,37300,0.10378016085790885
Worst-Case,1865,4000,616,1148840,0.003481772918770238
DNA,1866,3872,20,37320,0.1037513397642015
Worst-Case,1866,4000,616,1149456,0.003479907016884509
DNA,1867,3873,20,37340,0.10372254954472415
Worst-Case,1867,4000,616,1150072,0.003478043113822439
DNA,1868,3874,20,37360,0.10369379014989294
Worst-Case,1868,4000,616,1150688,0.003476181206373926
DNA,1869,3875,20,37380,0.10366506153023007
Worst-Case,1869,4000,616,1151304,0.0034743212913357375
DNA,1870,3876,20,37400,0.10363636363636364
Worst-Case,1870,4000,616,1151920,0.0034724633655114938
DNA,1871,3877,20,37420,0.10360769641902726
Worst-Case,1871,4000,616,1152536,0.003470607425711648
DNA,1872,3878,20,37440,0.10357905982905984
Worst-Case,1872,4000,616,1153152,0.003468753468753469
DNA,1873,3879,20,37460,0.10355045381740523
Worst-Case,1873,4000,616,1153768,0.0034669014914610217
DNA,1874,3880,20,37480,0.10352187833511206
Worst-Case,1874,4000,616,1154384,0.003465051490665151
DNA,1875,3881,20,37500,0.10349333333333334
Worst-Case,1875,4000,616,1155000,0.003463203463203463
DNA,1876,3882,20,37520,0.10346481876332622
Worst-Case,1876,4000,616,1155616,0.0034613574059203056
DNA,1877,3883,20,37540,0.10343633457645178
Worst-Case,1877,4000,616,1156232,0.003459513315666752
DNA,1878,3884,20,37560,0.10340788072417466
Worst-Case,1878,4000,616,1156848,0.0034576711893005824
DNA,1879,3885,20,37580,0.10337945715806279
Worst-Case,1879,4000,616,1157464,0.003455831023686266
DNA,1880,3886,20,37600,0.10335106382978723
Worst-Case,1880,4000,616,1158080,0.0034539928156949434
DNA,1881,3887,20,37620,0.10332270069112175
Worst-Case,1881,4000,616,1158696,0.003452156562204409
DNA,1882,3888,20,37640,0.10329436769394261
Worst-Case,1882,4000,616,1159312,0.0034503222600990933
DNA,1883,3889,20,37660,0.10326606479022836
Worst-Case,1883,4000,616,1159928,0.003448489906270044
DNA,1884,3890,20,37680,0.10323779193205945
Worst-Case,1884,4000,616,1160544,0.0034466594976149114
DNA,1885,3891,20,37700,0.10320954907161804
Worst-Case,1885,4000,616,1161160,0.0034448310310379276
DNA,1886,3892,20,37720,0.1031813361611877
Worst-Case,1886,4000,616,1161776,0.0034430045034498907
DNA,1887,3893,20,37740,0.10315315315315315
Worst-Case,1887,4000,616,1162392,0.003441179911768147
DNA,1888,3894,20,37760,0.103125
Worst-Case,1888,4000,616,1163008,0.003439357252916575
DNA,1889,3895,20,37780,0.10309687665431445
Worst-Case,1889,4000,616,1163624,0.0034375365238255655
DNA,1890,3896,20,37800,0.10306878306878307
Worst-Case,1890,4000,616,1164240,0.003435717721432007
DNA,1891,3897,20,37820,0.1030407191961925
Worst-Case,1891,4000,616,1164856,0.003433900842679267
DNA,1892,3898,20,37840,0.10301268498942917
Worst-Case,1892,4000,616,1165472,0.003432085884517174
DNA,1893,3899,20,37860,0.10298468040147914
Worst-Case,1893,4000,616,1166088,0.003430272843902004
DNA,1894,3900,20,37880,0.10295670538542767
Worst-Case,1894,4000,616,1166704,0.0034284617177964593
DNA,1895,3901,20,37900,0.1029287598944591
Worst-Case,1895,4000,616,1167320,0.0034266525031696536
DNA,1896,3902,20,37920,0.10290084388185654
Worst-Case,1896,4000,616,1167936,0.003424845196997096
DNA,1897,3903,20,37940,0.10287295730100159
Worst-Case,1897,4000,616,1168552,0.0034230397962606712
DNA,1898,3904,20,37960,0.10284510010537408
Worst-Case,1898,4000,616,1169168,0.0034212362979486265
DNA,1899,3905,20,37980,0.10281727224855187
Worst-Case,1899,4000,616,1169784,0.003419434699055552
DNA,1900,3906,20,38000,0.10278947368421053
Worst-Case,1900,4000,616,1170400,0.003417634996582365
DNA,1901,3907,20,38020,0.1027617043661231
Worst-Case,1901,4000,616,1171016,0.0034158371875362935
DNA,1902,3908,20,38040,0.10273396424815984
Worst-Case,1902,4000,616,1171632,0.003414041268930859
DNA,1903,3909,20,38060,0.10270625328428797
Worst-Case,1903,4000,616,1172248,0.003412247237785861
DNA,1904,3910,20,38080,0.10267857142857142
Worst-Case,1904,4000,616,1172864,0.00341045509112736
DNA,1905,3911,20,38100,0.1026509186351706
Worst-Case,1905,4000,616,1173480,0.0034086648259876607
DNA,1906,3912,20,38120,0.10262329485834208
Worst-Case,1906,4000,616,1174096,0.0034068764394052957
DNA,1907,3913,20,38140,0.10259570005243838
Worst-Case,1907,4000,616,1174712,0.0034050899284250096
DNA,1908,3914,20,38160,0.10256813417190776
Worst-Case,1908,4000,616,1175328,0.003403305290097743
DNA,1909,3915,20,38180,0.10254059717129387
Worst-Case,1909,4000,616,1175944,0.003401522521480615
DNA,1910,3916,20,38200,0.1025130890052356
Worst-Case,1910,4000,616,1176560,0.0033997416196369077
DNA,1911,3917,20,38220,0.10248560962846677
Worst-Case,1911,4000,616,1177176,0.003397962581636051
DNA,1912,3918,20,38240,0.1024581589958159
Worst-Case,1912,4000,616,1177792,0.0033961854045536054
DNA,1913,3919,20,38260,0.10243073706220596
Worst-Case,1913,4000,616,1178408,0.003394410085471246
DNA,1914,3920,20,38280,0.10240334378265413
Worst-Case,1914,4000,616,1179024,0.003392636621476747
DNA,1915,3921,20,38300,0.10237597911227155
Worst-Case,1915,4000,616,1179640,0.0033908650096639652
DNA,1916,3922,20,38320,0.10234864300626305
Worst-Case,1916,4000,616,1180256,0.0033890952471328254
DNA,1917,3923,20,38340,0.10232133541992697
Worst-Case,1917,4000,616,1180872,0.0033873273309893027
DNA,1918,3924,20,38360,0.10229405630865485
Worst-Case,1918,4000,616,1181488,0.0033855612583454085
DNA,1919,3925,20,38380,0.10226680562793121
Worst-Case,1919,4000,616,1182104,0.0033837970263191734
DNA,1920,3926,20,38400,0.10223958333333333
Worst-Case,1920,4000,616,1182720,0.003382034632034632
DNA,1921,3927,20,38420,0.10221238938053097
Worst-Case,1921,4000,616,1183336,0.0033802740726218083
DNA,1922,3928,20,38440,0.10218522372528616
Worst-Case,1922,4000,616,1183952,0.003378515345216698
DNA,1923,3929,20,38460,0.10215808632345294
Worst-Case,1923,4000,616,1184568,0.003376758446961255
DNA,1924,3930,20,38480,0.10213097713097713
Worst-Case,1924,4000,616,1185184,0.003375003375003375
DNA,1925,3931,20,38500,0.1021038961038961
Worst-Case,1925,4000,616,1185800,0.0033732501264968798
DNA,1926,3932,20,38520,0.10207684319833853
Worst-Case,1926,4000,616,1186416,0.0033714986986015023
DNA,1927,3933,20,38540,0.10204981837052413
Worst-Case,1927,4000,616,1187032,0.0033697490884828716
DNA,1928,3934,20,38560,0.10202282157676348
Worst-Case,1928,4000,616,1187648,0.0033680012933124965
DNA,1929,3935,20,38580,0.10199585277345775
Worst-Case,1929,4000,616,1188264,0.003366255310267752
DNA,1930,3936,20,38600,0.10196891191709845
Worst-Case,1930,4000,616,1188880,0.003364511136531862
DNA,1931,3937,20,38620,0.10194199896426721
Worst-Case,1931,4000,616,1189496,0.003362768769293886
DNA,1932,3938,20,38640,0.10191511387163561
Worst-Case,1932,4000,616,1190112,0.0033610282057487026
DNA,1933,3939,20,38660,0.10188825659596482
Worst-Case,1933,4000,616,1190728,0.0033592894430969963
DNA,1934,3940,20,38680,0.10186142709410548
Worst-Case,1934,4000,616,1191344,0.0033575524785452397
DNA,1935,3941,20,38700,0.10183462532299742
Worst-Case,1935,4000,616,1191960,0.0033558173093056814
DNA,1936,3942,20,38720,0.10180785123966943
Worst-Case,1936,4000,616,1192576,0.0033540839325963295
DNA,1937,3943,20,38740,0.10178110480123903
Worst-Case,1937,4000,616,1193192,0.0033523523456409363
DNA,1938,3944,20,38760,0.10175438596491228
Worst-Case,1938,4000,616,1193808,0.0033506225456689854
DNA,1939,3945,20,38780,0.1017276946879835
Worst-Case,1939,4000,616,1194424,0.003348894529915675
DNA,1940,3946,20,38800,0.10170103092783506
Worst-Case,1940,4000,616,1195040,0.003347168295621904
DNA,1941,3947,20,38820,0.10167439464193714
Worst-Case,1941,4000,616,1195656,0.0033454438400342575
DNA,1942,3948,20,38840,0.10164778578784758
Worst-Case,1942,4000,616,1196272,0.0033437211604049914
DNA,1943,3949,20,38860,0.10162120432321153
Worst-Case,1943,4000,616,1196888,0.003342000253992019
DNA,1944,3950,20,38880,0.10159465020576132
Worst-Case,1944,4000,616,1197504,0.0033402811180588956
DNA,1945,3951,20,38900,0.1015681233933162
Worst-Case,1945,4000,616,1198120,0.003338563749874804
DNA,1946,3952,20,38920,0.10154162384378211
Worst-Case,1946,4000,616,1198736,0.0033368481467145393
DNA,1947,3953,20,38940,0.10151515151515152
Worst-Case,1947,4000,616,1199352,0.003335134305858497
DNA,1948,3954,20,38960,0.10148870636550308
Worst-Case,1948,4000,616,1199968,0.0033334222245926556
DNA,1949,3955,20,38980,0.10146228835300154
Worst-Case,1949,4000,616,1200584,0.003331711900208565
DNA,1950,3956,20,39000,0.10143589743589744
Worst-Case,1950,4000,616,1201200,0.00333000333000333
DNA,1951,3957,20,39020,0.10140953357252691
Worst-Case,1951,4000,616,1201816,0.003328296511279597
DNA,1952,3958,20,39040,0.10138319672131148
Worst-Case,1952,4000,616,1202432,0.00332659144134554
DNA,1953,3959,20,39060,0.1013568868407578
Worst-Case,1953,4000,616,1203048,0.0033248881175148457
DNA,1954,3960,20,39080,0.10133060388945753
Worst-Case,1954,4000,616,1203664,0.003323186537106701
DNA,1955,3961,20,39100,0.10130434782608695
Worst-Case,1955,4000,616,1204280,0.0033214866974457767
DNA,1956,3962,20,39120,0.10127811860940696
Worst-Case,1956,4000,616,1204896,0.0033197885958622156
DNA,1957,3963,20,39140,0.10125191619826265
Worst-Case,1957,4000,616,1205512,0.0033180922296916163
DNA,1958,3964,20,39160,0.10122574055158325
Worst-Case,1958,4000,616,1206128,0.0033163975962750224
DNA,1959,3965,20,39180,0.10119959162838182
Worst-Case,1959,4000,616,1206744,0.003314704692958904
DNA,1960,3966,20,39200,0.10117346938775511
Worst-Case,1960,4000,616,1207360,0.0033130135170951498
DNA,1961,3967,20,39220,0.10114737378888322
Worst-Case,1961,4000,616,1207976,0.0033113240660410472
DNA,1962,3968,20,39240,0.10112130479102956
Worst-Case,1962,4000,616,1208592,0.003309636337159273
DNA,1963,3969,20,39260,0.1010952623535405
Worst-Case,1963,4000,616,1209208,0.0033079503278178775
DNA,1964,3970,20,39280,0.10106924643584521
Worst-Case,1964,4000,616,1209824,0.003306266035390272
DNA,1965,3971,20,39300,0.10104325699745548
Worst-Case,1965,4000,616,1210440,0.003304583457255213
DNA,1966,3972,20,39320,0.10101729399796541
